DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table
policycenterlite.dbo.pcx_ulcupolicy_extcov|Subtype|ID|policycenterlite.dbo.pctl_ULCUPolicy_ExtCov|pctl_ULCUPolicy_ExtCov_TypeCode / pctl_ULCUPolicy_ExtCov_Name / pctl_ULCUPolicy_ExtCov_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extexcl|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extexcl|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extexcl|Subtype|ID|policycenterlite.dbo.pctl_ULCUPolicy_ExtExcl|pctl_ULCUPolicy_ExtExcl_TypeCode / pctl_ULCUPolicy_ExtExcl_Name / pctl_ULCUPolicy_ExtExcl_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extmod|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extmod|State|ID|policycenterlite.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extmod|Subtype|ID|policycenterlite.dbo.pctl_ULCUPolicy_ExtMod|pctl_ULCUPolicy_ExtMod_TypeCode / pctl_ULCUPolicy_ExtMod_Name / pctl_ULCUPolicy_ExtMod_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extrf|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extschconditem|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extschconditem|PreferredCoverageCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extschcovitem|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulcupolicy_extschcovitem|PreferredCoverageCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulpolicy_pue|Carrier|ID|policycenterlite.dbo.pctl_ULCarrier_PUE|pctl_ULCarrier_PUE_TypeCode / pctl_ULCarrier_PUE_Name / pctl_ULCarrier_PUE_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulpolicy_pue|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulpolicy_pue|PolicyType|ID|policycenterlite.dbo.pctl_PUPULPolicyType_PUE|pctl_PUPULPolicyType_PUE_TypeCode / pctl_PUPULPolicyType_PUE_Name / pctl_PUPULPolicyType_PUE_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulpolicy_pue|PreferredCoverageCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ulpolicy_pue|Subtype|ID|policycenterlite.dbo.pctl_ULPolicy_PUE|pctl_ULPolicy_PUE_TypeCode / pctl_ULPolicy_PUE_Name / pctl_ULPolicy_PUE_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_umuimstacking_ex|Outcome|ID|policycenterlite.dbo.pctl_UMUImStackingOutcome_Ext|pctl_UMUImStackingOutcome_Ext_TypeCode_Outcome / pctl_UMUImStackingOutcome_Ext_Name_Outcome / pctl_UMUImStackingOutcome_Ext_Description_Outcome|TypeCode / Name / Description
policycenterlite.dbo.pcx_umuimstacking_ex|Subtype|ID|policycenterlite.dbo.pctl_UMUIMStacking_Ext|pctl_UMUIMStacking_Ext_TypeCode_Subtype / pctl_UMUIMStacking_Ext_Name_Subtype / pctl_UMUIMStacking_Ext_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pcx_umuimstacking_ex|UMUIMVehCount|ID|policycenterlite.dbo.pctl_UMUIMVehCountRg_Ext|pctl_UMUIMVehCountRg_Ext_TypeCode_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Name_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Description_UMUIMVehCount|TypeCode / Name / Description
policycenterlite.dbo.pc_upgradedbstorageset|UpgradeDBStorageSetType|ID|policycenterlite.dbo.pctl_UpgradeDBStorageSetType|pctl_UpgradeDBStorageSetType_TypeCode_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Name_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Description_UpgradeDBStorageSetType|TypeCode / Name / Description
policycenterlite.dbo.pc_user|DefaultCountry|ID|policycenterlite.dbo.pctl_Country|pctl_Country_TypeCode / pctl_Country_Name / pctl_Country_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|DefaultPhoneCountry|ID|policycenterlite.dbo.pctl_PhoneCountryCode|pctl_PhoneCountryCode_TypeCode / pctl_PhoneCountryCode_Name / pctl_PhoneCountryCode_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|ExperienceLevel|ID|policycenterlite.dbo.pctl_UserExperienceType|pctl_UserExperienceType_TypeCode / pctl_UserExperienceType_Name / pctl_UserExperienceType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|Locale|ID|policycenterlite.dbo.pctl_LocaleType|pctl_LocaleType_TypeCode / pctl_LocaleType_Name / pctl_LocaleType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|SystemUserType|ID|policycenterlite.dbo.pctl_SystemUserType|pctl_SystemUserType_TypeCode / pctl_SystemUserType_Name / pctl_SystemUserType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|TimeZone|ID|policycenterlite.dbo.pctl_TimeZoneType|pctl_TimeZoneType_TypeCode / pctl_TimeZoneType_Name / pctl_TimeZoneType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|UserType|ID|policycenterlite.dbo.pctl_UserType|pctl_UserType_TypeCode / pctl_UserType_Name / pctl_UserType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|VacationStatus|ID|policycenterlite.dbo.pctl_VacationStatusType|pctl_VacationStatusType_TypeCode / pctl_VacationStatusType_Name / pctl_VacationStatusType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_user|ValidationLevel|ID|policycenterlite.dbo.pctl_ValidationLevel|pctl_ValidationLevel_TypeCode /  pctl_ValidationLevel_Name /  pctl_ValidationLevel_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_usergroupstats|RecordType|ID|policycenterlite.dbo.pctl_TeamStatsRecordType|pctl_TeamStatsRecordType_TypeCode_RecordType / pctl_TeamStatsRecordType_Name_RecordType / pctl_TeamStatsRecordType_Description_RecordType|TypeCode / Name / Description
policycenterlite.dbo.pc_usersettings|StartupPage|ID|policycenterlite.dbo.pctl_StartupPage|pctl_StartupPage_TypeCode / pctl_StartupPage_Name / pctl_StartupPage_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_authprof_ds_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pc_authprof_nm_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pc_uwcompany|Code|ID|policycenterlite.dbo.pctl_UWCompanyCode|pctl_UWCompanyCode_TypeCode / pctl_UWCompanyCode_Name / pctl_UWCompanyCode_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwcompany|State|ID|policycenterlite.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwcompany|Status|ID|policycenterlite.dbo.pctl_UWCompanyStatus|pctl_UWCompanyStatus_TypeCode / pctl_UWCompanyStatus_Name / pctl_UWCompanyStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissue|ApprovalBlockingPoint|ID|policycenterlite.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissue|ApprovalDurationType|ID|policycenterlite.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissue|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuehistory|ApprovalDurationType|ID|policycenterlite.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuehistory|BlockingPoint|ID|policycenterlite.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuehistory|Status|ID|policycenterlite.dbo.pctl_UWIssueHistoryStatus|pctl_UWIssueHistoryStatus_TypeCode / pctl_UWIssueHistoryStatus_Name / pctl_UWIssueHistoryStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|BlockingPoint|ID|policycenterlite.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode1 / pctl_UWIssueBlockingPoint_Name1 / pctl_UWIssueBlockingPoint_Description1|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|CheckingSet|ID|policycenterlite.dbo.pctl_UWIssueCheckingSet|pctl_UWIssueCheckingSet_TypeCode / pctl_UWIssueCheckingSet_Name / pctl_UWIssueCheckingSet_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|Comparator|ID|policycenterlite.dbo.pctl_ValueComparator|pctl_ValueComparator_TypeCode / pctl_ValueComparator_Name / pctl_ValueComparator_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|DefaultApprovalBlockingPoint|ID|policycenterlite.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode2 / pctl_UWIssueBlockingPoint_Name2 / pctl_UWIssueBlockingPoint_Description2|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|DefaultDurationType|ID|policycenterlite.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|DefaultValueAssignmentType|ID|policycenterlite.dbo.pctl_UWValueAssignmentType|pctl_UWValueAssignmentType_TypeCode / pctl_UWValueAssignmentType_Name / pctl_UWValueAssignmentType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|DefaultValueOffsetCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwissuetype|ValueFormatterType|ID|policycenterlite.dbo.pctl_ValueFormatterType|pctl_ValueFormatterType_TypeCode / pctl_ValueFormatterType_Name / pctl_ValueFormatterType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwisstype_desc|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwisstype_name|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uw_issue_ldesc|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uw_issue_ldesc|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uw_issue_sdesc|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uw_issue_sdesc|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uwreferralreason|Status|ID|policycenterlite.dbo.pctl_UWReferralReasonStatus|pctl_UWReferralReasonStatus_TypeCode / pctl_UWReferralReasonStatus_Name / pctl_UWReferralReasonStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_uw_ref_ldesc|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pc_uw_ref_sdesc|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pcx_vavehicledriver_ext|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_vavehicledriver_ext|Subtype|ID|policycenterlite.dbo.pctl_VAVehicleDriver_Ext|pctl_VAVehicleDriver_Ext_TypeCode_Subtype / pctl_VAVehicleDriver_Ext_Name_Subtype / pctl_VAVehicleDriver_Ext_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pcx_vavehicledriver_ext|VehicleOperator|ID|policycenterlite.dbo.pctl_VehicleOperator_Ext|pctl_VehicleOperator_Ext_TypeCode_VehicleOperator / pctl_VehicleOperator_Ext_Name_VehicleOperator / pctl_VehicleOperator_Ext_Description_VehicleOperator|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleclasscode|Experience|ID|policycenterlite.dbo.pctl_CombinedDriverExp|pctl_CombinedDriverExp_TypeCode / pctl_CombinedDriverExp_Name / pctl_CombinedDriverExp_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleclasscode|Fleet|ID|policycenterlite.dbo.pctl_FleetType|pctl_FleetType_TypeCode / pctl_FleetType_Name / pctl_FleetType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleclasscode|PrimaryUse|ID|policycenterlite.dbo.pctl_VehiclePrimaryUse|pctl_VehiclePrimaryUse_TypeCode / pctl_VehiclePrimaryUse_Name / pctl_VehiclePrimaryUse_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleclasscode|Radius|ID|policycenterlite.dbo.pctl_RadiusCode|pctl_RadiusCode_TypeCode / pctl_RadiusCode_Name / pctl_RadiusCode_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleclasscode|SizeClass|ID|policycenterlite.dbo.pctl_VehicleSizeClass|pctl_VehicleSizeClass_TypeCode / pctl_VehicleSizeClass_Name / pctl_VehicleSizeClass_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleclasscode|Type|ID|policycenterlite.dbo.pctl_VehicleType|pctl_VehicleType_TypeCode / pctl_VehicleType_Name / pctl_VehicleType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicledriver|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicledriver|Subtype|ID|policycenterlite.dbo.pctl_VehicleDriver|pctl_VehicleDriver_TypeCode / pctl_VehicleDriver_Name / pctl_VehicleDriver_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicledriver|VAVehicleOperator_Ext|ID|policycenterlite.dbo.pctl_VehicleOperator_Ext|pctl_VehicleOperator_Ext_TypeCode / pctl_VehicleOperator_Ext_Name / pctl_VehicleOperator_Ext_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_vehiclehistoryscore_ext|Subtype|ID|policycenterlite.dbo.pctl_VehicleHistoryScore_Ext|pctl_VehicleHistoryScore_Ext_TypeCode_Subtype / pctl_VehicleHistoryScore_Ext_Name_Subtype / pctl_VehicleHistoryScore_Ext_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleindustrycode|Industry|ID|policycenterlite.dbo.pctl_VehicleIndustry|pctl_VehicleIndustry_TypeCode / pctl_VehicleIndustry_Name / pctl_VehicleIndustry_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_vehicleindustrycode|IndustryUse|ID|policycenterlite.dbo.pctl_VehicleIndustryUse|pctl_VehicleIndustryUse_TypeCode / pctl_VehicleIndustryUse_Name / pctl_VehicleIndustryUse_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_wcaircraftseat|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_wcaircraftseat|State|ID|policycenterlite.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenterlite.dbo.pc_wccededpremiumhistory|Reason|ID|policycenterlite.dbo.pctl_RIRecalcReason|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason|TypeCode / Name / Description
policycenterlite.dbo.pc_wccededpremiumtransaction|BasisGNP_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur|TypeCode / Name / Description
policycenterlite.dbo.pc_wccededpremiumtransaction|CededPremium_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremium_cur / pctl_Currency_Name_CededPremium_cur / pctl_Currency_Description_CededPremium_cur|TypeCode / Name / Description
policycenterlite.dbo.pc_wccededpremiumtransaction|CededPremiumMarkup_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_CededPremiumMarkup_cur / pctl_Currency_Name_CededPremiumMarkup_cur / pctl_Currency_Description_CededPremiumMarkup_cur|TypeCode / Name / Description
policycenterlite.dbo.pc_wccededpremiumtransaction|CededRiskAmount_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_CededRiskAmount_cur / pctl_Currency_Name_CededRiskAmount_cur / pctl_Currency_Description_CededRiskAmount_cur|TypeCode / Name / Description
policycenterlite.dbo.pc_wccededpremiumtransaction|Commission_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Commission_cur / pctl_Currency_Name_Commission_cur / pctl_Currency_Description_Commission_cur|TypeCode / Name / Description
policycenterlite.dbo.pc_wcclcode_class|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pc_wcclcode_desc|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
